Group_id,Members,Glossary,original,text,default_combine,nectec_combine,string_combine,filename,sentence_num
00151490,in_toto,"in entirety; ""they bought the business in toto""; ""in recommendations were adopted in toto""","00151490 02 r 01 in_toto 0 000 | in entirety; ""they bought the business in toto""; ""in recommendations were adopted in toto""  ",['ทั้งหมด'],['ทั้งหมด/AJ/O'],['ทั้งหมด/AJ/O'],ทั้งหมด/AJ/O,TWN-adv-3626-Clean-Aug-2021,991
00151616,in_the_least|even_a_little,"to any extent at all; ""are you in the least interested?""","00151616 02 r 02 in_the_least 1 even_a_little 0 000 | to any extent at all; ""are you in the least interested?""  ",['แม่แต่น้อย'],['แม่/NN/O แต่/CC/O น้อย/VV/O'],['แม่/NN/O|แต่/CC/O|น้อย/VV/O'],แม่/NN/O แต่/CC/O น้อย/VV/O,TWN-adv-3626-Clean-Aug-2021,992
00151729,above_all|most_importantly|most_especially,"above and beyond all other consideration; ""above all, you must be independent""","00151729 02 r 03 above_all 0 most_importantly 1 most_especially 0 000 | above and beyond all other consideration; ""above all, you must be independent""  ",[' โดยเฉพาะ '],[' /PU/O โดยเฉพาะ/CC/O  /PU/O'],[' /PU/O|โดยเฉพาะ/CC/O| /PU/O'], /PU/O โดยเฉพาะ/CC/O  /PU/O,TWN-adv-3626-Clean-Aug-2021,993
00151882,in_absentia,"while absent; although absent; ""he was sentenced in absentia""","00151882 02 r 01 in_absentia 0 000 | while absent; although absent; ""he was sentenced in absentia""  ",[' ไม่มา '],[' /PU/O ไม่/NG/O มา/VV/O  /PU/O'],[' /PU/O|ไม่/NG/O|มา/VV/O| /PU/O'], /PU/O ไม่/NG/O มา/VV/O  /PU/O,TWN-adv-3626-Clean-Aug-2021,994
00151983,across_the_board,"including all; ""we got a pay raise across the board""","00151983 02 r 01 across_the_board 0 001 \ 00528239 a 0101 | including all; ""we got a pay raise across the board""  ",['  ให้ทุกคนอย่างเท่าเทียมกัน'],[' /PU/O  /PU/O ให้/CC/O ทุก/AJ/O คน/CL/O อย่าง/FX/O เท่าเทียม/VV/O กัน/PR/O'],[' /PU/O| /PU/O|ให้/CC/O|ทุก/AJ/O|คน/CL/O|อย่าง/FX/O|เท่าเทียม/VV/O|กัน/PR/O'], /PU/O  /PU/O ให้/CC/O ทุก/AJ/O คน/CL/O อย่าง/FX/O เท่าเทียม/VV/O กัน/PR/O,TWN-adv-3626-Clean-Aug-2021,995
00152098,after_a_fashion,"to some extent; not very well; ""he speaks French after a fashion""","00152098 02 r 01 after_a_fashion 0 000 | to some extent; not very well; ""he speaks French after a fashion""  ",['  ไม่ดีมาก'],[' /PU/O  /PU/O ไม่/NG/O ดี/VV/O มาก/VV/O'],[' /PU/O| /PU/O|ไม่/NG/O|ดี/VV/O|มาก/VV/O'], /PU/O  /PU/O ไม่/NG/O ดี/VV/O มาก/VV/O,TWN-adv-3626-Clean-Aug-2021,996
00152207,after_all,"emphasizes something to be considered; ""after all, she is your boss, so invite her""; ""he is, after all, our president""","00152207 02 r 01 after_all 0 000 | emphasizes something to be considered; ""after all, she is your boss, so invite her""; ""he is, after all, our president""  ",[' อย่างไรก็ตาม'],[' /PU/O อย่างไรก็ตาม/CC/O'],[' /PU/O|อย่างไรก็ตาม/CC/O'], /PU/O อย่างไรก็ตาม/CC/O,TWN-adv-3626-Clean-Aug-2021,997
00152363,after_all,"in spite of expectations; ""came to the party after all""; ""it didn't rain after all""","00152363 02 r 01 after_all 1 000 | in spite of expectations; ""came to the party after all""; ""it didn't rain after all""  ",[' อย่างไรก็ตาม'],[' /PU/O อย่างไรก็ตาม/CC/O'],[' /PU/O|อย่างไรก็ตาม/CC/O'], /PU/O อย่างไรก็ตาม/CC/O,TWN-adv-3626-Clean-Aug-2021,998
00152484,after_hours,"not during regular hours; ""he often worked after hours""","00152484 02 r 01 after_hours 0 000 | not during regular hours; ""he often worked after hours""  ","['หลังเวลาทำการ', 'หลังจากเวลาปกติ', 'หลังเวลาเลิกงาน']",['หลัง/CC/B_PER เวลา/NN/O ทำการ/VV/O|หลัง/CC/O จาก/PS/O เวลา/NN/O ปกติ/VV/O|หลัง/CC/O เวลา/NN/O เลิก/VV/O งาน/NN/O'],"['หลัง/CC/B_PER|เวลา/NN/O|ทำการ/VV/O', 'หลัง/CC/O|จาก/PS/O|เวลา/NN/O|ปกติ/VV/O', 'หลัง/CC/O|เวลา/NN/O|เลิก/VV/O|งาน/NN/O']",หลัง/CC/B_PER เวลา/NN/O ทำการ/VV/O|หลัง/CC/O จาก/PS/O เวลา/NN/O ปกติ/VV/O|หลัง/CC/O เวลา/NN/O เลิก/VV/O งาน/NN/O,TWN-adv-3626-Clean-Aug-2021,999
00152579,against_the_clock|against_time,"as fast as possible; before a deadline; ""it was a race against the clock""","00152579 02 r 02 against_the_clock 0 against_time 0 000 | as fast as possible; before a deadline; ""it was a race against the clock""  ","['ก่อนเส้นตาย, อย่างเร็วที่สุดเท่าที่จะเป็นไปได้']","['ก่อน/CC/O เส้นตาย/VV/O ,/PU/O  /PU/O อย่าง/FX/O เร็ว/VV/O ที่สุด/AV/O เท่า/VV/O ที่/CC/O จะ/AX/O เป็น/VV/O ไป/AV/O ได้/AX/O']","['ก่อน/CC/O|เส้นตาย/VV/O|,/PU/O| /PU/O|อย่าง/FX/O|เร็ว/VV/O|ที่สุด/AV/O|เท่า/VV/O|ที่/CC/O|จะ/AX/O|เป็น/VV/O|ไป/AV/O|ได้/AX/O']","ก่อน/CC/O เส้นตาย/VV/O ,/PU/O  /PU/O อย่าง/FX/O เร็ว/VV/O ที่สุด/AV/O เท่า/VV/O ที่/CC/O จะ/AX/O เป็น/VV/O ไป/AV/O ได้/AX/O",TWN-adv-3626-Clean-Aug-2021,1000
00152713,ahead_of_the_game,"in an advantageous position; ""she's ahead of the game""","00152713 02 r 01 ahead_of_the_game 0 000 | in an advantageous position; ""she's ahead of the game""  ",['ในจุดที่ได้เปรียบ'],['ใน/PS/O จุด/NN/O ที่/CC/O ได้เปรียบ/VV/O'],['ใน/PS/O|จุด/NN/O|ที่/CC/O|ได้เปรียบ/VV/O'],ใน/PS/O จุด/NN/O ที่/CC/O ได้เปรียบ/VV/O,TWN-adv-3626-Clean-Aug-2021,1001
00152813,all_in_all|on_the_whole|altogether|tout_ensemble,"with everything considered (and neglecting details); ""altogether, I'm sorry it happened""; ""all in all, it's not so bad""","00152813 02 r 04 all_in_all 0 on_the_whole 0 altogether 3 tout_ensemble 0 000 | with everything considered (and neglecting details); ""altogether, I'm sorry it happened""; ""all in all, it's not so bad""  ","['  โดยรวม', 'ด้วยประการทั้งปวง', 'ทั้งหมด', '  โดยทั่วไป', 'แน่นอน']",[' /PU/O  /PU/O โดย/FX/O รวม/VV/O|ด้วย/PS/O ประการ/NN/O ทั้ง/AJ/O ปวง/NN/O|ทั้งหมด/AJ/B_ORG| /PU/O  /PU/O โดย/FX/O ทั่วไป/VV/O|แน่นอน/VV/B_ORG'],"[' /PU/O| /PU/O|โดย/FX/O|รวม/VV/O', 'ด้วย/PS/O|ประการ/NN/O|ทั้ง/AJ/O|ปวง/NN/O', 'ทั้งหมด/AJ/B_ORG', ' /PU/O| /PU/O|โดย/FX/O|ทั่วไป/VV/O', 'แน่นอน/VV/B_ORG']", /PU/O  /PU/O โดย/FX/O รวม/VV/O|ด้วย/PS/O ประการ/NN/O ทั้ง/AJ/O ปวง/NN/O|ทั้งหมด/AJ/B_ORG| /PU/O  /PU/O โดย/FX/O ทั่วไป/VV/O|แน่นอน/VV/B_ORG,TWN-adv-3626-Clean-Aug-2021,1002
00153015,all_of_a_sudden|all_at_once,"without warning; ""all at once, he started shouting""","00153015 02 r 02 all_of_a_sudden 0 all_at_once 0 000 | without warning; ""all at once, he started shouting""  ","['   ทันทีทันใด', '  ทันทีทันใด']",[' /PU/O  /PU/O  /PU/O ทันที/AV/O ทันใด/NN/O| /PU/B_ORG  /PU/O ทันที/AV/O ทันใด/NN/O'],"[' /PU/O| /PU/O| /PU/O|ทันที/AV/O|ทันใด/NN/O', ' /PU/B_ORG| /PU/O|ทันที/AV/O|ทันใด/NN/O']", /PU/O  /PU/O  /PU/O ทันที/AV/O ทันใด/NN/O| /PU/B_ORG  /PU/O ทันที/AV/O ทันใด/NN/O,TWN-adv-3626-Clean-Aug-2021,1003
00153124,all_the_way|the_whole_way,"to the goal; ""she climbed the mountain all the way""","00153124 02 r 02 all_the_way 9 the_whole_way 0 000 | to the goal; ""she climbed the mountain all the way""  ",['  ทั้งหมด'],[' /PU/O  /PU/O ทั้งหมด/AJ/O'],[' /PU/O| /PU/O|ทั้งหมด/AJ/O'], /PU/O  /PU/O ทั้งหมด/AJ/O,TWN-adv-3626-Clean-Aug-2021,1004
00153231,all_the_way,"not stopping short of sexual intercourse; ""she went all the way with him""","00153231 02 r 01 all_the_way 4 000 | not stopping short of sexual intercourse; ""she went all the way with him""  ",['  ทั้งหมด'],[' /PU/O  /PU/O ทั้งหมด/AJ/O'],[' /PU/O| /PU/O|ทั้งหมด/AJ/O'], /PU/O  /PU/O ทั้งหมด/AJ/O,TWN-adv-3626-Clean-Aug-2021,1005
00153344,from_start_to_finish,completely,00153344 02 r 01 from_start_to_finish 0 000 | completely  ,['ตั้งแต่ต้นจนจบ'],['ตั้งแต่/PS/O ต้น/NU/O จน/CC/O จบ/VV/O'],['ตั้งแต่/PS/O|ต้น/NU/O|จน/CC/O|จบ/VV/O'],ตั้งแต่/PS/O ต้น/NU/O จน/CC/O จบ/VV/O,TWN-adv-3626-Clean-Aug-2021,1006
00153403,and_how|you_bet|you_said_it,an expression of emphatic agreement,00153403 02 r 03 and_how 0 you_bet 0 you_said_it 0 000 | an expression of emphatic agreement  ,['อย่างแน่นอน'],['อย่าง/FX/O แน่นอน/VV/O'],['อย่าง/FX/O|แน่นอน/VV/O'],อย่าง/FX/O แน่นอน/VV/O,TWN-adv-3626-Clean-Aug-2021,1007
00153498,and_then_some,"and considerably more in addition; ""it cost me a week's salary and then some""","00153498 02 r 01 and_then_some 0 000 | and considerably more in addition; ""it cost me a week's salary and then some""  ","['อีกบางส่วน', 'มากกว่านั้น']",['อีก/AJ/O บาง/AJ/O ส่วน/CL/O|มาก/VV/O กว่า/AV/O นั้น/AJ/O'],"['อีก/AJ/O|บาง/AJ/O|ส่วน/CL/O', 'มาก/VV/O|กว่า/AV/O|นั้น/AJ/O']",อีก/AJ/O บาง/AJ/O ส่วน/CL/O|มาก/VV/O กว่า/AV/O นั้น/AJ/O,TWN-adv-3626-Clean-Aug-2021,1008
00153617,around_the_clock|for_24_hours|round_the_clock,"without stopping; ""she worked around the clock""","00153617 02 r 03 around_the_clock 0 for_24_hours 0 round_the_clock 0 000 | without stopping; ""she worked around the clock""  ","['ตลอด 24 ชั่วโมง', 'หามรุ่งหามค่ำ']",['ตลอด/PS/O  /PU/O 24/NU/O  /PU/O ชั่วโมง/CL/O|หาม/VV/B_PER รุ่งหาม/NN/O ค่ำ/NN/O'],"['ตลอด/PS/O| /PU/O|24/NU/O| /PU/O|ชั่วโมง/CL/O', 'หาม/VV/B_PER|รุ่งหาม/NN/O|ค่ำ/NN/O']",ตลอด/PS/O  /PU/O 24/NU/O  /PU/O ชั่วโมง/CL/O|หาม/VV/B_PER รุ่งหาม/NN/O ค่ำ/NN/O,TWN-adv-3626-Clean-Aug-2021,1009
00153742,as_follows,"what is listed next; ""her complaints went as follows""","00153742 02 r 01 as_follows 0 000 | what is listed next; ""her complaints went as follows""  ",[' ดังต่อไปนี้'],[' /PU/O ดัง/PS/O ต่อไป/AV/O นี้/PR/O'],[' /PU/O|ดัง/PS/O|ต่อไป/AV/O|นี้/PR/O'], /PU/O ดัง/PS/O ต่อไป/AV/O นี้/PR/O,TWN-adv-3626-Clean-Aug-2021,1010
00153834,as_it_were|so_to_speak,"as if it were really so; ""she lives here, as it were""","00153834 02 r 02 as_it_were 0 so_to_speak 0 000 | as if it were really so; ""she lives here, as it were""  ",['  จะว่าไปแล้ว'],[' /PU/O  /PU/O จะ/AX/O ว่า/CC/O ไป/VV/O แล้ว/AX/O'],[' /PU/O| /PU/O|จะ/AX/O|ว่า/CC/O|ไป/VV/O|แล้ว/AX/O'], /PU/O  /PU/O จะ/AX/O ว่า/CC/O ไป/VV/O แล้ว/AX/O,TWN-adv-3626-Clean-Aug-2021,1011
00153940,as_we_say|so_to_speak,"in a manner of speaking; ""the feeling is, as we say, quite dead""","00153940 02 r 02 as_we_say 0 so_to_speak 1 000 | in a manner of speaking; ""the feeling is, as we say, quite dead""  ",['  จะว่าไปแล้ว'],[' /PU/O  /PU/O จะ/AX/O ว่า/CC/O ไป/VV/O แล้ว/AX/O'],[' /PU/O| /PU/O|จะ/AX/O|ว่า/CC/O|ไป/VV/O|แล้ว/AX/O'], /PU/O  /PU/O จะ/AX/O ว่า/CC/O ไป/VV/O แล้ว/AX/O,TWN-adv-3626-Clean-Aug-2021,1012
00154056,as_the_crow_flies,"by the shortest and most direct route; ""it's 10 miles as the crow flies""","00154056 02 r 01 as_the_crow_flies 0 000 | by the shortest and most direct route; ""it's 10 miles as the crow flies""  ",['โดยทางที่สั้นและตรงที่สุด'],['โดย/CC/O ทาง/NN/O ที่/CC/O สั้น/VV/O และ/CC/O ตรง/VV/O ที่สุด/AV/O'],['โดย/CC/O|ทาง/NN/O|ที่/CC/O|สั้น/VV/O|และ/CC/O|ตรง/VV/O|ที่สุด/AV/O'],โดย/CC/O ทาง/NN/O ที่/CC/O สั้น/VV/O และ/CC/O ตรง/VV/O ที่สุด/AV/O,TWN-adv-3626-Clean-Aug-2021,1013
00154174,at_all_costs|at_any_cost|at_any_expense,"regardless of the cost involved; ""he wanted to save her life at all cost""","00154174 02 r 03 at_all_costs 0 at_any_cost 0 at_any_expense 0 000 | regardless of the cost involved; ""he wanted to save her life at all cost""  ",['ไม่ว่าอย่างไรก็ตาม'],['ไม่ว่า/CC/O อย่างไรก็ตาม/CC/O'],['ไม่ว่า/CC/O|อย่างไรก็ตาม/CC/O'],ไม่ว่า/CC/O อย่างไรก็ตาม/CC/O,TWN-adv-3626-Clean-Aug-2021,1014
00154319,at_a_time|at_once|at_one_time,"simultaneously; ""he took three cookies at a time""","00154319 02 r 03 at_a_time 0 at_once 3 at_one_time 0 000 | simultaneously; ""he took three cookies at a time""  ","['  ณ เวลาหนึ่งในอดีต', ' ทันทีทันใด']",[' /PU/O  /PU/O ณ/PS/O  /PU/O เวลา/NN/O หนึ่ง/NN/O ใน/PS/O อดีต/NN/O| /PU/B_PER ทันที/AV/O ทันใด/NN/O'],"[' /PU/O| /PU/O|ณ/PS/O| /PU/O|เวลา/NN/O|หนึ่ง/NN/O|ใน/PS/O|อดีต/NN/O', ' /PU/B_PER|ทันที/AV/O|ทันใด/NN/O']", /PU/O  /PU/O ณ/PS/O  /PU/O เวลา/NN/O หนึ่ง/NN/O ใน/PS/O อดีต/NN/O| /PU/B_PER ทันที/AV/O ทันใด/NN/O,TWN-adv-3626-Clean-Aug-2021,1015
00154430,at_will,"as one chooses or pleases; ""he can roam the neighborhood at will""","00154430 02 r 01 at_will 0 000 | as one chooses or pleases; ""he can roam the neighborhood at will""  ",[' ตามใจ'],[' /PU/O ตามใจ/VV/O'],[' /PU/O|ตามใจ/VV/O'], /PU/O ตามใจ/VV/O,TWN-adv-3626-Clean-Aug-2021,1016
00154531,loosely,"structurally open and not compact or close; ""loosely knit""; ""loosely woven cloth""; ""loosely structured organization""","00154531 02 r 01 loosely 1 001 \ 02239857 a 0101 | structurally open and not compact or close; ""loosely knit""; ""loosely woven cloth""; ""loosely structured organization""  ","['ไม่เคร่งครัด', 'หลวม']",['ไม่/NG/O เคร่งครัด/VV/O|หลวม/VV/O'],"['ไม่/NG/O|เคร่งครัด/VV/O', 'หลวม/VV/O']",ไม่/NG/O เคร่งครัด/VV/O|หลวม/VV/O,TWN-adv-3626-Clean-Aug-2021,1017
00154701,carefully,"taking care or paying attention; ""they watched carefully""","00154701 02 r 01 carefully 0 001 \ 00309819 a 0101 | taking care or paying attention; ""they watched carefully""  ",['อย่างระมัดระวัง'],['อย่าง/FX/O ระมัดระวัง/VV/O'],['อย่าง/FX/O|ระมัดระวัง/VV/O'],อย่าง/FX/O ระมัดระวัง/VV/O,TWN-adv-3626-Clean-Aug-2021,1018
00154814,mindfully|heedfully|advertently,in a careful deliberate manner,00154814 02 r 03 mindfully 0 heedfully 0 advertently 0 005 ! 00239560 r 0302 \ 00165570 a 0301 \ 01984552 a 0202 ! 00154998 r 0101 \ 01984219 a 0101 | in a careful deliberate manner  ,"['อย่างตั้งอกตั้งใจ', 'อย่างสนใจ']",['อย่าง/FX/O ตั้งอก/VV/O ตั้งใจ/VV/O|อย่าง/FX/O สนใจ/VV/O'],"['อย่าง/FX/O|ตั้งอก/VV/O|ตั้งใจ/VV/O', 'อย่าง/FX/O|สนใจ/VV/O']",อย่าง/FX/O ตั้งอก/VV/O ตั้งใจ/VV/O|อย่าง/FX/O สนใจ/VV/O,TWN-adv-3626-Clean-Aug-2021,1019
00154998,unmindfully,in a careless and thoughtless manner,00154998 02 r 01 unmindfully 0 002 ! 00154814 r 0101 \ 01985067 a 0101 | in a careless and thoughtless manner  ,['อย่างประมาทเลินเล่อ'],['อย่าง/FX/O ประมาทเลิน/VV/O เล่อ/NN/O'],['อย่าง/FX/O|ประมาทเลิน/VV/O|เล่อ/NN/O'],อย่าง/FX/O ประมาทเลิน/VV/O เล่อ/NN/O,TWN-adv-3626-Clean-Aug-2021,1020
00155110,excitedly,"with excitement; in an excited manner; ""she shook his hand excitedly""","00155110 02 r 01 excitedly 0 001 \ 00922656 a 0101 | with excitement; in an excited manner; ""she shook his hand excitedly""  ",['อย่างตื่นเต้น'],['อย่าง/FX/O ตื่นเต้น/VV/O'],['อย่าง/FX/O|ตื่นเต้น/VV/O'],อย่าง/FX/O ตื่นเต้น/VV/O,TWN-adv-3626-Clean-Aug-2021,1021
00155235,vociferously,"in a vociferous manner; ""he complained vociferously""","00155235 02 r 01 vociferously 0 001 \ 01926766 a 0105 | in a vociferous manner; ""he complained vociferously""  ",['อย่างส่งเสียงเอะอะ'],['อย่าง/FX/O ส่ง/VV/O เสียง/NN/O เอะอะ/VV/O'],['อย่าง/FX/O|ส่ง/VV/O|เสียง/NN/O|เอะอะ/VV/O'],อย่าง/FX/O ส่ง/VV/O เสียง/NN/O เอะอะ/VV/O,TWN-adv-3626-Clean-Aug-2021,1022
00155346,safely,"with safety; in a safe manner; ""we are safely out of there""","00155346 02 r 01 safely 0 000 | with safety; in a safe manner; ""we are safely out of there""  ",['อย่างปลอดภัย'],['อย่าง/FX/O ปลอด/VV/O ภัย/NN/O'],['อย่าง/FX/O|ปลอด/VV/O|ภัย/NN/O'],อย่าง/FX/O ปลอด/VV/O ภัย/NN/O,TWN-adv-3626-Clean-Aug-2021,1023
00155440,allegedly,"according to what has been alleged; ""he was on trial for allegedly murdering his wife""","00155440 02 r 01 allegedly 0 001 \ 00690891 a 0101 | according to what has been alleged; ""he was on trial for allegedly murdering his wife""  ",['ถูกกล่าวหา'],['ถูก/AX/O กล่าวหา/VV/O'],['ถูก/AX/O|กล่าวหา/VV/O'],ถูก/AX/O กล่าวหา/VV/O,TWN-adv-3626-Clean-Aug-2021,1024
00155582,purportedly|supposedly,believed or reputed to be the case,00155582 02 r 02 purportedly 1 supposedly 0 000 | believed or reputed to be the case  ,['ตามที่ปรากฏ'],['ตามที่/CC/O ปรากฏ/VV/O'],['ตามที่/CC/O|ปรากฏ/VV/O'],ตามที่/CC/O ปรากฏ/VV/O,TWN-adv-3626-Clean-Aug-2021,1025
00155669,illegally|illicitly|lawlessly,"in an illegal manner; ""they dumped the waste illegally""","00155669 02 r 03 illegally 0 illicitly 1 lawlessly 0 004 ! 00365014 r 0302 \ 01398622 a 0301 \ 01406764 a 0202 \ 01404858 a 0101 | in an illegal manner; ""they dumped the waste illegally""  ",['อย่างผิดฎหมาย'],['อย่าง/FX/O ผิดฎหมาย/VV/O'],['อย่าง/FX/O|ผิดฎหมาย/VV/O'],อย่าง/FX/O ผิดฎหมาย/VV/O,TWN-adv-3626-Clean-Aug-2021,1026
00155858,originally,in an original manner,00155858 02 r 01 originally 0 001 \ 01691099 a 0101 | in an original manner  ,"['แต่เดิม', 'เดิมที', 'ในแบบดั้งเดิม']",['แต่/CC/O เดิม/NN/O|เดิม/NN/O ที/AV/O|ใน/PS/O แบบ/NN/O ดั้งเดิม/VV/O'],"['แต่/CC/O|เดิม/NN/O', 'เดิม/NN/O|ที/AV/O', 'ใน/PS/O|แบบ/NN/O|ดั้งเดิม/VV/O']",แต่/CC/O เดิม/NN/O|เดิม/NN/O ที/AV/O|ใน/PS/O แบบ/NN/O ดั้งเดิม/VV/O,TWN-adv-3626-Clean-Aug-2021,1027
00155936,unoriginally,in an unoriginal manner,00155936 02 r 01 unoriginally 0 001 \ 01692724 a 0101 | in an unoriginal manner  ,['ในลักษณะที่ไม่เป็นต้นฉบับ'],['ใน/PS/O ลักษณะ/NN/O ที่/CC/O ไม่/NG/O เป็น/VV/O ต้นฉบับ/NN/O'],['ใน/PS/O|ลักษณะ/NN/O|ที่/CC/O|ไม่/NG/O|เป็น/VV/O|ต้นฉบับ/NN/O'],ใน/PS/O ลักษณะ/NN/O ที่/CC/O ไม่/NG/O เป็น/VV/O ต้นฉบับ/NN/O,TWN-adv-3626-Clean-Aug-2021,1028
00156018,comfortably,"in mental comfort; without stress; ""he works comfortably on three continents""","00156018 02 r 01 comfortably 0 001 \ 00481320 a 0101 | in mental comfort; without stress; ""he works comfortably on three continents""  ",['อย่างสบายใจ'],['อย่าง/FX/O สบายใจ/VV/O'],['อย่าง/FX/O|สบายใจ/VV/O'],อย่าง/FX/O สบายใจ/VV/O,TWN-adv-3626-Clean-Aug-2021,1029
00156153,comfortably,"in physical comfort; ""she could have been lying comfortably in bed getting the same relief""","00156153 02 r 01 comfortably 2 002 ! 00156320 r 0101 \ 00478809 a 0101 | in physical comfort; ""she could have been lying comfortably in bed getting the same relief""  ",['อย่างสะดวกสบาย'],['อย่าง/FX/O สะดวกสบาย/VV/O'],['อย่าง/FX/O|สะดวกสบาย/VV/O'],อย่าง/FX/O สะดวกสบาย/VV/O,TWN-adv-3626-Clean-Aug-2021,1030
00156320,uncomfortably,"in physical discomfort; ""she lay on the couch, her body uncomfortably twisted""","00156320 02 r 01 uncomfortably 0 002 ! 00156153 r 0101 \ 00480005 a 0101 | in physical discomfort; ""she lay on the couch, her body uncomfortably twisted""  ","['อย่างไม่สบายตัว', 'อย่างรำคาญ']",['อย่าง/FX/O ไม่/NG/O สบายตัว/VV/O|อย่าง/FX/O รำคาญ/VV/O'],"['อย่าง/FX/O|ไม่/NG/O|สบายตัว/VV/O', 'อย่าง/FX/O|รำคาญ/VV/O']",อย่าง/FX/O ไม่/NG/O สบายตัว/VV/O|อย่าง/FX/O รำคาญ/VV/O,TWN-adv-3626-Clean-Aug-2021,1031
00156476,by_a_long_shot,"by a great deal; ""he is the best by a long shot""; ""his labors haven't ended there--not by a long shot""","00156476 02 r 01 by_a_long_shot 0 000 | by a great deal; ""he is the best by a long shot""; ""his labors haven't ended there--not by a long shot""  ","['ระยะยาว', 'ยิงยาว']",['ระยะ/NN/O ยาว/VV/O|ยิง/VV/O ยาว/AV/O'],"['ระยะ/NN/O|ยาว/VV/O', 'ยิง/VV/O|ยาว/AV/O']",ระยะ/NN/O ยาว/VV/O|ยิง/VV/O ยาว/AV/O,TWN-adv-3626-Clean-Aug-2021,1032
00156621,by_and_by|later,"at some eventual time in the future; ""By and by he'll understand""; ""I'll see you later""","00156621 02 r 02 by_and_by 0 later 2 000 | at some eventual time in the future; ""By and by he'll understand""; ""I'll see you later""  ","['ทีหลัง', 'ในภายหลัง']",['ที/CL/O หลัง/NU/O|ใน/PS/O ภายหลัง/PS/O'],"['ที/CL/O|หลัง/NU/O', 'ใน/PS/O|ภายหลัง/PS/O']",ที/CL/O หลัง/NU/O|ใน/PS/O ภายหลัง/PS/O,TWN-adv-3626-Clean-Aug-2021,1033
00156754,by_and_large|generally|more_often_than_not|mostly,"usually; as a rule; ""by and large it doesn't rain much here""","00156754 02 r 04 by_and_large 0 generally 2 more_often_than_not 0 mostly 3 000 | usually; as a rule; ""by and large it doesn't rain much here""  ","['โดยส่วนใหญ่', 'ปกติ', 'ส่วนมาก', 'โดยทั่วไป']",['โดย/CC/O ส่วนใหญ่/NN/O|ปกติ/VV/O|ส่วน/NN/O มาก/VV/O|โดย/FX/O ทั่วไป/VV/O'],"['โดย/CC/O|ส่วนใหญ่/NN/O', 'ปกติ/VV/O', 'ส่วน/NN/O|มาก/VV/O', 'โดย/FX/O|ทั่วไป/VV/O']",โดย/CC/O ส่วนใหญ่/NN/O|ปกติ/VV/O|ส่วน/NN/O มาก/VV/O|โดย/FX/O ทั่วไป/VV/O,TWN-adv-3626-Clean-Aug-2021,1034
00156898,by_hook_or_by_crook,"in any way necessary; by any possible means; ""I'll pass this course by hook or by crook""","00156898 02 r 01 by_hook_or_by_crook 0 000 | in any way necessary; by any possible means; ""I'll pass this course by hook or by crook""  ",['ทุกวิถีทาง'],['ทุก/AJ/O วิถีทาง/NN/O'],['ทุก/AJ/O|วิถีทาง/NN/O'],ทุก/AJ/O วิถีทาง/NN/O,TWN-adv-3626-Clean-Aug-2021,1035
00157034,by_heart|by_memory,"by committing to memory; ""she knew the poem by heart""","00157034 02 r 02 by_heart 0 by_memory 0 000 | by committing to memory; ""she knew the poem by heart""  ",[' โดยท่องจำ'],[' /PU/O โดย/CC/O ท่องจำ/NN/O'],[' /PU/O|โดย/CC/O|ท่องจำ/NN/O'], /PU/O โดย/CC/O ท่องจำ/NN/O,TWN-adv-3626-Clean-Aug-2021,1036
00157136,by_inches|little_by_little|by_small_degrees,"by a short distance; ""they moved it by inches""","00157136 02 r 03 by_inches 0 little_by_little 1 by_small_degrees 0 000 | by a short distance; ""they moved it by inches""  ","['ทีละเล็กละน้อย', 'ทีละนิด', 'ทีละน้อย']",['ที/NN/O ละเล็กละน้อย/NN/O|ที/NN/O ละนิด/NN/O|ที/CL/O ละ/AJ/O น้อย/VV/O'],"['ที/NN/O|ละเล็กละน้อย/NN/O', 'ที/NN/O|ละนิด/NN/O', 'ที/CL/O|ละ/AJ/O|น้อย/VV/O']",ที/NN/O ละเล็กละน้อย/NN/O|ที/NN/O ละนิด/NN/O|ที/CL/O ละ/AJ/O น้อย/VV/O,TWN-adv-3626-Clean-Aug-2021,1037
00157258,by_fits_and_starts,"intermittently; ""he worked on his book by fits and starts""","00157258 02 r 01 by_fits_and_starts 0 000 | intermittently; ""he worked on his book by fits and starts""  ",['ไม่สม่ำเสมอ '],['ไม่/NG/O สม่ำเสมอ/VV/O  /PU/O'],['ไม่/NG/O|สม่ำเสมอ/VV/O| /PU/O'],ไม่/NG/O สม่ำเสมอ/VV/O  /PU/O,TWN-adv-3626-Clean-Aug-2021,1038
00157363,by_the_way|by_the_bye|incidentally|apropos,"introducing a different topic; ""incidentally, I won't go to the party""","00157363 02 r 04 by_the_way 0 by_the_bye 0 incidentally 0 apropos 1 000 | introducing a different topic; ""incidentally, I won't go to the party""  ","['อีกประการหนึ่ง', ' อีกอย่างหนึ่ง']",['อีก/AJ/B_PER ประการ/NN/O หนึ่ง/NU/O| /PU/O อีก/AJ/O อย่าง/NN/O หนึ่ง/NU/O'],"['อีก/AJ/B_PER|ประการ/NN/O|หนึ่ง/NU/O', ' /PU/O|อีก/AJ/O|อย่าง/NN/O|หนึ่ง/NU/O']",อีก/AJ/B_PER ประการ/NN/O หนึ่ง/NU/O| /PU/O อีก/AJ/O อย่าง/NN/O หนึ่ง/NU/O,TWN-adv-3626-Clean-Aug-2021,1039
